pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
21099061,Screening of pharmaceuticals and endocrine disrupting compounds in water supplies of Cyprus.,"Cyprus is currently the leading country in antibiotic consumption among all European Union member countries and is likely to have a high consumption of pharmaceuticals overall. This reconnaissance type of project sought to investigate the occurrence of 16 pharmaceuticals, six known or suspected endocrine disrupting compounds (EDCs), two flame retardants, one insect repellant, and one fragrance for the first time in water supplies of Cyprus. Groundwater samples from sites that were located beneath farms scattered around Cyprus, wastewater influent and tertiary-treated effluent, raw and finished surface water, and household potable water samples were analyzed using liquid chromatography and tandem mass spectrometry. Most of the tested compounds were < minimum reporting limit, except for ibuprofen (mean of 1.4 ng L⁻¹) and bisphenol A (mean of 50 ng L⁻¹), which were detected in more than one out of the five groundwater sampling sites. Certain compounds were found in large concentrations in the wastewater influent (caffeine 82,000 ng L⁻¹, sulfamethoxazole 240 ng L⁻¹, ibuprofen 4,300 ng L⁻¹, and triclosan 480 ng L⁻¹. However, several pharmaceuticals and EDCs were detected in the tertiary-treated effluent (recycled water). For the raw and finished surface water, and potable water samples, ibuprofen was detected, whereas, bisphenol-A was measured in only potable water. Overall, with a few notable exceptions, source, finished and potable water had rare detection or low concentration of target compounds, but further research is needed to elucidate the temporal and spatial distribution of the detected emerging contaminants along with the characterization of the related public health risk.",2010,Water science and technology : a journal of the International Association on Water Pollution Research,triclosan,unspecified,endocrine disruption,unspecified,unspecified,environmental contamination | analytical/method study,,
19843084,A randomized double-blind controlled trial to compare a triclosan-containing emollient with vehicle for the treatment of atopic dermatitis.,"The use of topical antiseptics in the treatment of atopic dermatitis (AD) has previously been explored. However, no triclosan-containing leave-on emollient has been evaluated previously, to our knowledge. The aims of this study were to assess the safety and efficacy of an emollient containing triclosan compared with the emollient alone (vehicle) for the treatment of AD. Eligible patients with mild to moderate AD were randomized to receive either the study cream or vehicle. All patients also received a low-potency corticosteroid cream to use during the treatment phase of the study if necessary. Patients were assessed for severity according to the SCORing Atopic Dermatitis (SCORAD) Index, amount of corticosteroid used, patient assessment of cream, and adverse events (AEs). In total, 60 patients received either the study cream or vehicle, and an intention-to-treat analysis was performed. At day 14, there was a significant decrease in SCORAD from baseline for the study cream compared with vehicle (P < 0.05). At day 27, although there was an improved mean reduction from baseline, this was no longer significant (P > 0.05). Only four patients had mild treatment-related AEs. The mean total amount of topical steroid applied by the patients using the study was significantly lower than that used by controls (P = 0.40). Triclosan-containing leave-on emollient was safe and highly acceptable to patients. However, the overall benefit on day 27 was not significant. Nevertheless, the amount of topical steroid used by patients was significantly less with the study cream than with the vehicle, thus further studies are needed to confirm its steroid-sparing effect.",2010,Clinical and experimental dermatology,triclosan,unspecified,unspecified,unspecified,unspecified,skin/topical study | clinical/hospital study,,
19822703,"Absorption, pharmacokinetics, and safety of triclosan after dermal administration.",We evaluated the pharmacokinetics and safety of the antimicrobial agent triclosan after dermal application of a 2% triclosan-containing cream to six volunteers. Percutaneous absorption calculated from urinary excretion was 5.9% +/- 2.1% of the dose (mean +/- standard deviation). The amount absorbed suggests that daily application of a standard adult dose would result in a systemic exposure 890 times lower than the relevant no-observed-adverse-effect level. Triclosan can be considered safe for use in hydrophobic creams.,2010,Antimicrobial agents and chemotherapy,triclosan,skin,unspecified,unspecified,unspecified,skin/topical study,,
19450869,Personal care compounds in a reed bed sludge treatment system.,"Sewage sludge (also referred to as biosolids) has long been used as fertilizer on agricultural land. The usage of sludge as fertilizer is controversial because of possible high concentration of xenobiotic compounds, heavy metals as well as pathogens. In this study, the fate of the xenobiotic compounds triclosan (5-chloro-2-(2,4-dichlorophenoxy)phenol), OTNE (1-(2,3,8,8-tetramethyl-1,2,3,4,5,6,7,8-octahydro-naphthalen-2-yl)ethan-1-one), HHCB (1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethylcyclopenta-(g)-2-benzopyran), HHCB-lactone, AHTN (7-acetyl-1,1,3,4,4,6 hexamethyl-1,2,3,4 tetrahydronaphthalene), and DEHP (bis(2-ethylhexyl)phthalate) in advanced biological treatment of sludge was determined. During 13months of field-incubation of the sludge in reed beds, the xenobiotic compounds were analysed. The bactericide triclosan was reduced to 60%, 45%, and 32% of its original concentration in the top, middle, and bottom layer. The fragrance OTNE was decreased to 42% in the top layer, 53% in the middle layer, and 70% in the bottom layer, respectively. For DEHP a reduction of 70%, 71%, and 40% was observed in the top, middle, and bottom layer, respectively. The polycyclic musk compounds HHCB, AHTN, and the primary metabolite of HHCB, i.e., HHCB-lactone showed no degradation in 13months during the experimental period in this installation. Tentative half-lives of degradation of triclosan, OTNE and DEHP were estimated to be 315-770d, 237-630d, and 289-578d, respectively.",2009,Chemosphere,triclosan,unspecified,unspecified,unspecified,unspecified,unclassified,,
19398526,Simulation of pharmaceutical and personal care product transport to tile drains after biosolids application.,"Pharmaceuticals and personal care products (PPCPs) carried in biosolids may reach surface waters or ground water when these materials are applied as fertilizer to agricultural land. During preferential flow conditions created by land application of liquid municipal biosolids (LMB), the residence time of solutes in the macropores may be too short for sorption equilibration. The physically based dual-permeability model MACRO is used in environmental risk assessments for pesticides and may have potential as an environmental risk assessment tool for PPCPs. The objective of this study was to evaluate MACRO and an updated version of MACRO that included non-equilibrium sorption in macropores using data from experiments conducted in eastern Ontario, Canada on the transport of three PPCPs (atenolol, carbamazepine, and triclosan), the nicotine metabolite cotinine, and the strongly sorbing dye rhodamine WT applied in LMB. Results showed that the MACRO model could not reproduce the measured rhodamine WT concentrations (Nash-Sutcliffe coefficient [NS] for the best simulation = -0.057) in drain discharge. The updated version resulted in better fits to measured data for PPCP (average NS = 0.97) and rhodamine WT (NS = 0.84) concentrations. However, it was not possible to simulate all compounds using the same set of hydraulic parameters, which indicates that the model does not fully account for all relevant processes. The results presented herein show that non-equilibrium sorption in macropores has a large impact on simulated solute transport for reactive compounds contained in LMB. This process should be considered in solute transport models that are used for environmental risk assessments for such compounds.",2009,Journal of environmental quality,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study,,
19308848,Life-cycle exposure of fathead minnows to a mixture of six common pharmaceuticals and triclosan.,"Fathead minnows were exposed for a life cycle to environmentally relevant concentrations of a mixture of six common pharmaceuticals and one personal care product (nominal concentrations: 1,000, 300, 100, 30, or 10 ng/L). Mean measured concentrations of each chemical in the highest fish exposure aquaria were: naproxen 793 ng/L, gemfibrozil 662 ng/L, diclofenac 331 ng/L, ibuprophen 217 ng/L, triclosan 115 ng/L, salicylic acid 67 ng/L, and acetaminophen (chemical analysis inconclusive, nominal 1000 ng/L). Fish exposed for a life cycle even to the highest concentrations of the six pharmaceuticals and personal care product (PPCP) mixture showed no significant changes in growth and development compared to control. Length, weights, condition factors, liver weights, and gonad weights of PPCP-exposed fish were similar to water and solvent controls (0.000005% ethanol v/v). There were no marked effects of PPCP mixture exposure on external sex characteristics of the fish or on egg production. The only parameter that appeared to be affected was percent larval deformities in F1, which showed a significant increase in the 100- and 300-ng/L (nominal) PPCP mixture. Larvae from control fish had 4.7% (water controls) and 3.4% (solvent controls) deformities, compared to 9.3% in the 100-ng/L (nominal) PPCP mixture and 9.2% deformities in the 300-ng/L (nominal) PPCP mixture. Chronic exposure to environmentally relevant concentrations of seven PPCP most often detected in Canadian municipal wastewater effluents (MWWE) did not appear to affect fathead minnow survival, growth, or egg production, although it produced quantitative increases in deformities in the F1 generation.",2009,Journal of toxicology and environmental health. Part A,triclosan,liver,unspecified,unspecified,salicylic acid,cosmetics product study | environmental contamination | food/dietary exposure,,
19299018,Triclosan is a potent inhibitor of estradiol and estrone sulfonation in sheep placenta.,"The personal care product Triclosan, 5-chloro-2(2,4-dichlorophenoxy)-phenol, is widely used in consumer products as an antibacterial agent and is increasingly found in the environment as a contaminant of sewage sludge and wastewater. This compound has been identified in plasma and urine of people in the United States, Sweden and Australia. Triclosan is known to inhibit sulfonation of phenolic xenobiotics and is structurally related to inhibitors of estrogen sulfotransferase, such as polychlorobiphenylols. In pregnancy, the placenta is an important source of estrogen, which is needed for normal fetal development and successful parturition, and estrogen sulfotransferase is thought to play an important role in regulation of estrogen availability. In this study, we examined the effect of Triclosan on sheep placental cytosolic sulfotransferase activity with 17-beta-estradiol and estrone as substrates. For comparison, we studied the effects of 4-hydroxy-3,3',4',5-tetrachlorobiphenyl and 2'-hydroxytriclocarban on estradiol sulfonation. The apparent K(m) for placental cytosolic sulfotransferase activity with estradiol as substrate was 0.27 ± 0.06 nM (mean ± S.D., n = 3 individuals) and with estrone as substrate was 1.86 ± 0.22 nM. Partial substrate inhibition was observed with estradiol at concentrations higher than 10-20 nM, as is typical of estrogen sulfotransferases (SULT1E1) in other species. Studies of the effect of Triclosan on estrogen sulfotransferase activity were conducted with several concentrations (0.1-6 nM) of estradiol and with 2 nM estrone. Triclosan was a very potent inhibitor of both estradiol and estrone sulfonation. For estradiol the inhibition was shown to be mixed competitive/uncompetitive, with K(ic) of 0.09 ± 0.01 nM and K(iu) of 5.2 ± 2.9 nM. The IC(50) for inhibition of estrone sulfonation was 0.60 ± 0.06 nM. At an environmentally relevant concentration of 1 µM, Triclosan was not a substrate for glucuronidation in sheep placental microsomes. Triclosan could be sulfonated in placental cytosol with K(m) 1.14 ± 0.18 µM and V(max) 160 ± 26 pmol/min/mg protein, however the calculated rates of Triclosan sulfonation were negligible at the low nM concentrations that potently inhibit estrogen sulfonation. The high potency of Triclosan as an inhibitor of estrogen sulfotransferase activity raises concern about its possible effects on the ability of the placenta to supply estrogen to the fetus, and in turn on fetal growth and development.",2010,Environment international,triclosan,blood | placenta,developmental toxicity,unspecified,unspecified,cosmetics product study | environmental contamination,,
19223628,"Surfactants, aromatic and isoprenoid compounds, and fatty acid biosynthesis inhibitors suppress Staphylococcus aureus production of toxic shock syndrome toxin 1.","Menstrual toxic shock syndrome is a rare but potentially life-threatening illness manifest through the actions of Staphylococcus aureus toxic shock syndrome toxin 1 (TSST-1). Previous studies have shown that tampon additives can influence staphylococcal TSST-1 production. We report here on the TSST-1-suppressing activity of 34 compounds that are commonly used additives in the pharmaceutical, food, and perfume industries. Many of the tested chemicals had a minimal impact on the growth of S. aureus and yet were potent inhibitors of TSST-1 production. The TSST-1-reducing compounds included surfactants with an ether, amide, or amine linkage to their fatty acid moiety (e.g., myreth-3-myristate, Laureth-3, disodium lauroamphodiacetate, disodium lauramido monoethanolamido, sodium lauriminodipropionic acid, and triethanolamine laureth sulfate); aromatic compounds (e.g. phenylethyl and benzyl alcohols); and several isoprenoids and related compounds (e.g., terpineol and menthol). The membrane-targeting and -altering effects of the TSST-1-suppressing compounds led us to assess the activity of molecules that are known to inhibit fatty acid biosynthesis (e.g., cerulenin, triclosan, and hexachlorophene). These compounds also reduced S. aureus TSST-1 production. This study suggests that more additives than previously recognized inhibit the production of TSST-1.",2009,Antimicrobial agents and chemotherapy,triclosan,unspecified,reproductive toxicity,perfume,benzyl alcohol,unclassified,,
18837732,Sensitizing potential of triclosan and triclosan-based skin care products in patients with chronic eczema.,"Triclosan is a lypophilic chlorophenol biocide with broad-spectrum antibacterial and antifungal activity. Triclosan-based topical products have been shown to be tolerated and beneficial in atopic dermatitis. The aim of this study was to evaluate the sensitizing potential of triclosan and triclosan-based creams in patients affected by eczematous dermatitis. Two hundred and seventy-five patients affected by chronic eczema (allergic contact dermatitis, irritant contact dermatitis, atopic eczema, nummular eczema, stasis dermatitis) were patch tested with standard patch test series as well as triclosan and triclosan-based products. Standard patch test series resulted positive in 164 patients (61%), with nickel sulfate, house dust mites, fragrance mix, propolis, thimerosal, myroxylon pereira, potassium dichromate, wool alcohols, and p-phenylenediamine the most common sensitizing haptens. Only two patients developed positive reactions to triclosan (0.7%) and four (1.4%) to triclosan-based products. The present study's results confirm that triclosan is well tolerated and has a very low sensitizing potential even in high-risk patients affected by eczema.",2008,Dermatologic therapy,triclosan,skin | immune system,skin sensitization,unspecified,unspecified,skin/topical study | clinical/hospital study,,
18822043,Simultaneous determination of 21 preservatives in cosmetics by ultra performance liquid chromatography.,"An ultra performance liquid chromatography (UPLC) method has been developed for the simultaneous determination of 21 preservatives: 2-methyl-4-isothiazoline-3-ketone, bronopol, 5-chloro-2-methyl-4-isothiazoline-3-ketone, benzyl alcohol, 2-phenoxyethanol, methyl-p-hydroxy benzoate, ethyl-p-hydroxy benzoate, methyl benzoate, 4-hydroxybenzoic acid iso-propyl ester, propyl-p-hydroxy benzoate, 4-chloro-3-methylphenol, ethyl benzoate, 2-phenylphenol, 4-hydroxybenzoic acid iso-butyl ester, butyl-p-hydroxy benzoate, 4-chloro-3,5-dimethylphenol, phenyl benzoate, 2,4-dichloro-3,5-dimethylphenol, 2-benzyl-4-chlorophenol, triclocarban and triclosan in cosmetics. A Waters ACQUITY UPLC BEH C(18) column was used with 0.1% formic acid solution as the mobile phase under the condition of gradient elution. Preservatives were extracted with methanol by ultrasonicator, and then they were analysed by UPLC-PDA detector. All these preservatives were baseline separated in 8.5 min. The pre-treatment method of samples and the chromatographic condition of analysis were critically examined in this study. The recoveries ranged from 90.5 to 97.8%, with RSD values below 3.2%, and all correlation coefficients (r) were no less than 0.9997. Thus, this method could be used for analysing the preservatives in cosmetic products.",2008,International journal of cosmetic science,triclosan,unspecified,unspecified,unspecified,phenoxyethanol | benzyl alcohol,cosmetics product study | analytical/method study,,
17571671,"Emerging pollutants in the North Sea in comparison to Lake Ontario, Canada, data.","In the present study, the concentrations and fate of contaminants such as organophosphate flame retardants and plasticizers, musk compounds such as galaxolide (HHCB), tonalide (AHTN), musk ketone and musk xylene, the bactericide triclosan, as well as the metabolites HHCB-lactone and triclosan-methyl were compared in the aqueous phase of the German Bight (North Sea). The concentrations of these compounds were around 1 to 10 ng/L in nearshore areas, and the concentrations were lower in the more pristine areas. The highest concentrations were determined for tris-(2-chloro-isopropyl) phosphate in the North Sea with concentration exceeding 10 ng/L even for the offshore samples. The samples contained 1 to 20 ng/L chlorinated organophosphates, approximately 1 ng/L nonchlorinated organophosphates, and 0.3 to 3 ng/L fragrance compounds. Some samples from Lake Ontario (Canada) were analyzed in comparison. Per capita emissions were calculated for both regions. These emissions were compared and turned out to be very similar for the Canadian and German locations. For the North Sea, some observations concerning stability, dilution, and degradation, as well as sources of the respective substances, were performed. These data indicate that the chlorinated organophosphates and some musk fragrances exhibit half lives exceeding the residence times and thus can be considered to be persistent in this ecosystem. In the German Bight, the river Elbe is the dominating source for the more hydrophilic compounds, such as chlorinated organophosphate flame retardants, which are diluted only into the North Sea. However, for the more lipophilic compounds such as the musk fragrances, different input patterns as well as distribution patterns are relevant, though the river Elbe is still a major source of pollution to the German Bight of the North Sea. The data seem to indicate either relevant inputs further west of the sampling area or mobilization from the sediments.",2007,Environmental toxicology and chemistry,triclosan,unspecified,unspecified,unspecified,unspecified,environmental contamination,,
17140622,Elimination of endocrine disrupting chemicals nonylphenol and bisphenol A and personal care product ingredient triclosan using enzyme preparation from the white rot fungus Coriolopsis polyzona.,"The biocatalytic elimination of the endocrine disrupting chemicals (EDC) nonylphenol (NP) and bisphenol A (BPA) and the personal care product ingredient triclosan (TCS) by the enzyme preparation from the white rot fungus Coriolopsis polyzona was investigated. Analysis of variance methodology showed that the pH and the temperature are statistically significant factors in the removal of NP, BPA and TCS. The elimination of NP and TCS was best at a temperature of 50 degrees C and the disappearance of BPA at 40 degrees C, whereas the most suitable pH for all three micropollutants was 5. After a 4-h treatment of the three target compounds at concentrations of 5 mg l(-1) all of the NP and BPA were eliminated. In the case of TCS, 65% was removed after either a 4 or an 8-h treatment. The utilisation of 2,2'-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid) in the laccase/mediator system significantly increased the efficiency of the enzymatic treatment. The elimination of NP and BPA was directly associated with the disappearance of the estrogenic activity. Mass spectrometry analysis showed that the enzymatic treatment produced high molecular weight metabolites through a radical polymerization mechanism of NP, BPA and TCS. These oligomers were produced through the formation of C-C or C-O bonds. The polymerization of NP produced dimers, trimers, tetramers and pentamers which had molecular weights of 438, 656, 874 and 1092 amu respectively. The polymerization of BPA produced dimers, trimers and tetramers which had molecular weights of 454, 680 and 906 amu. Finally, the polymerization of TCS produced dimers, trimers and tetramers which had molecular weights of 574, 859 and 1146 amu.",2007,Chemosphere,triclosan,unspecified,endocrine disruption,unspecified,unspecified,cosmetics product study | analytical/method study,,
16941361,An outbreak of Mycobacterium jacuzzii infection following insertion of breast implants.,"Surgical wound infections caused by rapidly growing mycobacteria developed in 15 women after insertion of breast implants from August to November 2003 at a single medical center. A case-control study was conducted that included the identified patients, as well as women who underwent breast operations at the same center who did not develop infections. The study was accompanied by an extensive environmental investigation. Isolates were identified by standard bacteriological methods and by comparison of their 16S rRNA, HSP65, RPOB, SODA, and RECA gene sequences. Isolates were compared by random amplified polymorphic DNA analysis and by pulsed-field gel electrophoresis. The risk factors for infection included surgery performed by 1 specific surgeon (odds ratio, 21.3; 95% confidence interval, 3.64-125.6). Identical strains of mycobacteria were isolated from the infected wounds of the patients; from the eyebrows, hair, face, nose, ears, and groin of this particular surgeon; and from this surgeon's outdoor whirlpool. The isolates exhibited a biochemical profile overlapping that of Mycobacterium wolinskyi, but their sequences of 16S rRNA and HSP65, RPOB, SODA, and RECA genes differed. We propose the name ""Mycobacterium jacuzzii"" for this new species. DNA fingerprints of cultured isolates from the surgical wounds, areas of the surgeon's body that grow hair, and the surgeon's whirlpool were identical. When the surgeon discontinued his use of the whirlpool and began cleaning the hairy areas of his body with a shampoo containing triclosan, the outbreak ended. This outbreak brings to light the possibility of the colonization of human skin and human-to-human transmission of environmental mycobacteria during surgery that involves implant insertion.",2006,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,triclosan,skin | breast | gut | eye,unspecified,shampoo,unspecified,hair product study | clinical/hospital study | epidemiological study,,
16697441,"Occurrence and reductions of pharmaceuticals and personal care products and estrogens by municipal wastewater treatment plants in Ontario, Canada.","Over the last ten years there have been reports of pharmaceuticals and personal care product (PPCP) residuals in municipal wastewater treatment plant (WWTP) effluents. The principle goal of this study was specifically to expand and in some cases establish a Canadian database for the presence of selected acidic drugs, triclosan, polycyclic musks, and selected estrogens in MWWTP influent and effluent. The impact of treatment configuration (e.g. lagoons, conventional activated sludge (CAS), and CAS followed by media filtration (CAS+filtration)) was also examined. For CAS systems, the most prevalent treatment type, the effect of operating temperature and SRT was evaluated. Selected PPCPs included ten acidic pharmaceuticals (i.e. a group of pharmaceuticals that are extractable at a pH of 2 or less), triclosan, five polycyclic musks and two estrogens. The pharmaceuticals and musks were selected on the basis of levels of use in Canada; reported aquatic toxicity effects; and the ability to analyze for the compounds at low levels. Twelve MWWTPs discharging into the Thames River, the second largest river in southwestern Ontario, were surveyed. The only common characteristic of acidic drugs is their extraction pH as they differ in their intended biological function and chemical structure. Many organics degraded by WWTP processes benefit from warm temperatures and long SRTs so the impact of these variables warranted additional attention. Influent concentrations and reductions for acidic drugs reported by this study were compared to other Canadian studies, when available, and European investigations. The data of this study seems consistent with other reports. Ten acidic drugs were considered by this study. Three were consistently present at non-quantifiable levels (e.g. CLF, FNP and FNF). Additionally, one analyte, SYL, presented results that were so inconsistent that the values were not analysed. The remaining six acidic pharmaceuticals were placed into three categories. IBU and NPX members of the first category had consistently high reductions. At the level of reduction achieved (i.e. median reduction of greater than 93%) and any effect of treatment type or operating characteristics would be subtle and non-discernable given the analytical noise. In the second group are KTP and IND, and definitive comments are difficult to make on the impact of treatment type and operational considerations due to a sparse data set (i.e. many influent values were at non-quantifiable concentrations). Median reductions were in the 23% to 44% range. In the last category are GMF and DCF which have median reductions of 66% and -34%, respectively. Several negative reduction values in the data set (i.e. twelve of twenty six sampling events) suggest that DCF may be deconjugated under certain conditions. This warrants further evaluation when analytical methods for measuring human metabolites of DCF are available. For both GMF and DCF, reduction does not appear to be strongly influenced by SRTs up to 15 days, while SRTs over 30 days were associated with more frequent non-quantifiable effluent levels of DCF. This would suggest that better treatment would be provided by lagoons and CAS systems with extended aeration. Preliminary data suggests that temperature does not play a strong role in the reduction of these compounds. Triclosan (TCL) was detected at concentrations of 0.01-4.01 microg/L in influent samples and 0.01-0.324 microg/L in effluent samples. Reduction of TCL ranged from 74% to 98%. Lagoon treatment seems to be the best TCL reduction as it was present in the influent and effluent at quantifiable and non-quantifiable concentrations, respectively, on nine of nine sampling occasions. Influent and reduction values of five polycyclic musks (e.g. ADBI, AHMI, ATII, HHCB, and AHTN) were examined over the course of this study. AHMI was predominantly present at non-quantifiable concentrations. HHCB and AHTN were present at the highest concentrations. A comparison between Canadian values and those of European studies indicate that in general polycyclic musk concentrations in Canadian MWWTP effluents are 5-10 times lower. More extensive European and Canadian databases would be useful in confirming this initial observation. Median reductions for the five remaining musks range between 37% and 65% in CAS systems. CAS+filtration systems would be expected to have higher reductions if musks were bound to the effluent solids. This trend is not apparent but this may be due to the small size of the data set. In lagoon systems, musk reduction for HHCB and AHTN are approximately 98-99%. For ADBI and ATII musk, there are no numerical reduction values as most often the effluent concentration was non-quantifiable. In some instances, both the influent and effluent concentrations were non-quantifiable. The hormones 17-beta-estradiol (E2) and estrone (E1) were detected at concentrations of 0.006 to 0.014 and 0.016 to 0.049 microg/L, respectively. E2 was not detected in any effluent samples (<0.005 microg/L) whereas E1 was detected in effluent samples from CAS treatment plants (median of 0.008 microg/L), and in one sample from lagoons. These data demonstrate that there are detectable levels of PPCPs entering Canadian waterways at trace levels, and that only some of these compounds are being reduced in a significant proportion by municipal wastewater treatment processes.",2006,The Science of the total environment,triclosan,eye,unspecified,unspecified,unspecified,cosmetics product study | epidemiological study | environmental contamination | analytical/method study,,
16116523,Simultaneous determination of chlorinated bacteriostats in cosmetic and pharmaceutical products.,"A high-performance liquid chromatography method has been developed for simultaneous determination of triclosan (2,4,4'-trichloro-2'-hydroxydiphenyl ether) and triclocarban (3,4,4'-trichlorocarbanilide) in cosmetic and pharmaceutical products. The two compounds could be separated on a Nucleosil C(18) column and eluted with acetonitrile and water (70:30, v/v) as the mobile phase and detected with a differential refractive index detector. The retention times of triclosan and triclocarban were 5.81 and 2.99 min, respectively. The results obtained were in good agreement with those obtained by a differential pulse voltammetric method.",2005,Journal of cosmetic science,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | analytical/method study,,
15746894,Effects of triclosan on various aquatic organisms.,"Triclosan (2,4,4'-trichloro-2'-hydroxydiphenyl ether) is widely used as an antibacterial agent in various industrial products, such as textile goods, soap, shampoo, liquid toothpaste and cosmetics, and often detected in wastewater effluent. However, there is a paucity of data on the toxicity of triclosan and its effects on aquatic organisms. In this study, the acute toxicity of triclosan to the Microtox bacterium (Vibrio fischeri), a microalga (Selenastrum capricornutum), a crustacean (Ceriodaphnia dubia) and fish (Danio rerio and Oryzias latipes) was examined. As a result, the MicrotoxR bacterium, crustacean and fish had similar sensitivities towards triclosan toxicity (i.e., IC25 from 0.07 to 0.29 mg/L triclosan). In contrast, the microalga was about 30-80-fold (IC25 = 0.0034 mg/L triclosan) more sensitive to triclosan toxicity than the bacterium and fish. Therefore, triclosan is quite highly toxic to aquatic animals, and is particularly highly toxic to the green alga used as a test organism in this study. This result indicates that triclosan exerts a marked influence on algae, which are important organisms being the first-step producers in the ecosystem; therefore, the possible destruction of the balance of the ecosystem is expected if triclosan is discharged into the environment at high levels.",2004,Environmental sciences : an international journal of environmental physiology and toxicology,triclosan,unspecified,unspecified,shampoo | soap | toothpaste,unspecified,cosmetics product study | hair product study | industrial/occupational | environmental contamination | food/dietary exposure,,
15218738,[Contact sensitization to pharmaceutic aids in dermatologic cosmetic and external use preparations].,"From April 2001 to December 2002, a group of 514 patients (178 men, 336 women, average age 42.8 years) suffering from chronic eczema were tested by means of epicutaneous tests for contact hypersensitivity to selected auxiliary substances of dermatological external and cosmetic preparations. In 194 patients, the principal diagnosis was atopic eczema. Of the preservatives, the most frequently sensitizing agents were Thiomersal in 13.6%, phenylmercuric acetate in 7.8%, formaldehyde in 5.6%, Bronopol in 5.1%, chlorohexidine in 3.3%, dibromodicyanobutane/phenoxyethanol in 2.9%, chloroacetamide in 2.1%, Kathon CG and parabenes in 1.9%, imidazolidinyl urea and diazolidinyl urea in 1.4%, glutaraldehyde in 1.2%, DMDM-hydantoin in 1.0%, dichlorophen in 0.8%, sorbic acid, phenoxyethanol and triclosan in 0.6%, benzalkonium chloride, Quaternium-15 and chlorocresol in 0.4% and chloroquinaldol in 0.2% of the group of patients. Of antioxidizing agents, it was dodecyl gallate in 2.3%, butylhydroxyanisol in 1.2%, propyl gallate in 0.6%, butylhydroxytoluen in 0.4% of the group o patients and of emulsifiers, alcohols lanae in 5.1%, triethanolamine in 1.6% and propylene glycol in 0.4% of the group of patients. A complete list of contained substances in drug information sheets of both pharmaceutical and cosmetic preparations seems necessary particularly for patients suffering from eczema. The results of the test can serve as feed-back information for the manufacturers of both pharmaceutical and cosmetic preparations.",2004,Ceska a Slovenska farmacie : casopis Ceske farmaceuticke spolecnosti a Slovenske farmaceuticke spolecnosti,triclosan,skin,unspecified,unspecified,propylene glycol | phenoxyethanol,cosmetics product study | clinical/hospital study,,
15052558,Sensitive determination of acidic drugs and triclosan in surface and wastewater by ion-pair reverse-phase liquid chromatography/tandem mass spectrometry.,"A new method is presented for the determination of 12 acidic pharmaceuticals (non-steroidal anti-inflammatory drugs and bezafibrate), including two metabolites from aqueous samples, together with triclosan as a personal care product. Ion-pair liquid chromatography (IP-LC) with electrospray ionisation tandem mass spectrometry (ESI-MS) in the negative ion mode was employed. The ion-pairing agent (tri-n-butylamine) increased the signal intensity for all acidic analytes and detection limits of 6-200 ng/L were obtained by multiple reaction monitoring. This allows analysis of wastewater samples by direct injection into the LC/MS system without the need for a preceding enrichment step. When combined with a solid-phase extraction (SPE) step, limits of quantification between 0.15 and 11 ng/L were obtained from 100-mL sample volumes, which is adequate for most applications. The occurrence of matrix effects was studied and standard addition was required for reliable quantification after SPE from wastewater. The method was finally applied to surface and wastewaters, with analyte concentrations ranging from below the detection limit up to 5.5 microg/L.",2004,Rapid communications in mass spectrometry : RCM,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination | analytical/method study,,
15032350,Optimization by experimental design and artificial neural networks of the ion-interaction reversed-phase liquid chromatographic separation of twenty cosmetic preservatives.,"Particular attention are recently receiving antimicrobial agents added as preservatives in hygiene and cosmetics commercial products, since some of them are suspected to be harmful to the human health. The preservatives used belong to different classes of chemical species and are generally used in their mixtures. Multi-component methods able to simultaneously determinate species with different chemical structure are therefore highly required in quality control analysis. This paper presents an ion interaction RP-HPLC method for the simultaneous separation of the 20 typical antimicrobial agents most used in cosmetics and hygiene products, that are: benzoic acid, salicylic acid, 4-hydroxybenzoic acid, methyl-, ethyl-, propyl-, butyl-, benzyl-benzoate, methyl-, ethyl-, propyl-, butyl-, benzyl-paraben, o-phenyl-phenol, 4-chloro-m-cresol, triclocarban, dehydroacetic acid, bronopol, sodium pyrithione and chlorhexidine. For the development of the method and the optimization of the chromatographic conditions, an experimental design was planned and models were built by the use of artificial neural network to correlate the retention time of each analyte to the variables and their interactions. The neuronal models developed showed good predictive ability and were used, by a grid search algorithm, to optimize the chromatographic conditions for the separation of the mixture.",2004,Journal of chromatography. A,triclosan,brain,unspecified,unspecified,salicylic acid,cosmetics product study | analytical/method study,,
