pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
18348048,Migration of epoxidized soybean oil (ESBO) and phthalates from twist closures into food and enforcement of the overall migration limit.,"Nineteen samples of food in glass jars with twist closures were collected by the national food inspectors at Danish food producers and a few importers, focusing on fatty food, such as vegetables in oil, herring in dressing or pickle, soft spreadable cheese, cream, dressings, peanut butter, sauces and infant food. The composition of the plasticizers in the gaskets was analysed by gas chromatography with flame ionization detection (GC-FID) and gas chromatography-mass spectrometry (GC-MS). Epoxidized soybean oil (ESBO) and phthalates were determined in the homogenized food samples. ESBO was the principal plasticizer in five of the gaskets; in 14 it was phthalates. ESBO was found in seven of the food samples at concentrations from 6 to 100 mg kg(-1). The highest levels (91-100 mg kg(-1)) were in oily foods such as garlic, chilli or olives in oil. Phthalates, i.e. di-iso-decylphthalate (DIDP) and di-iso-nonylphthalates (DINP), were found in seven samples at 6-173 mg kg(-1). The highest concentrations (99-173 mg kg(-1)) were in products of garlic and tomatoes in oil and in fatty food products such as sauce béarnaise and peanut butter. For five of the samples the overall migration from unused lids to the official fatty food simulant olive oil was determined and compared with the legal limit of 60 mg kg(-1). The results ranged from 76 to 519 mg kg(-1) and as a consequence the products were withdrawn from the market.",2008,"Food additives & contaminants. Part A, Chemistry, analysis, control, exposure & risk assessment",phthalates,unspecified,unspecified,unspecified,unspecified,skin/topical study | food/dietary exposure | analytical/method study,no,"The paper focuses on migration of chemical toxicants from twist closures into food, not cosmetic products."
18245401,Baby care products: possible sources of infant phthalate exposure.,"Phthalates are man-made chemicals found in personal care and other products. Recent studies suggest that some phthalates can alter human male reproductive development, but sources of infant exposure have not been well characterized. We investigated the relationship between phthalate metabolite concentrations in infant urine and maternal reported use of dermally applied infant care products. We measured 9 phthalate metabolites in 163 infants who were born in 2000-2005. An infant was considered to have been exposed to any infant care product that the mother reported using on her infant within 24 hours of urine collection. Results of multiple linear regression analyses are reported as the ratio of metabolite concentrations (with 95% confidence intervals) in exposed and unexposed infants. We standardized concentrations by forming z scores and examined combined exposure to multiple metabolites. In most (81%) infants, > or = 7 phthalate metabolites were above the limit of detection. Exposure to lotion was predictive of monoethyl phthalate and monomethyl phthalate concentrations, powder of monoisobutyl phthalate, and shampoo of monomethyl phthalate. Z scores increased with number of products used. Most associations were stronger in younger infants. Phthalate exposure is widespread and variable in infants. Infant exposure to lotion, powder, and shampoo were significantly associated with increased urinary concentrations of monoethyl phthalate, monomethyl phthalate, and monoisobutyl phthalate, and associations increased with the number of products used. This association was strongest in young infants, who may be more vulnerable to developmental and reproductive toxicity of phthalates given their immature metabolic system capability and increased dosage per unit body surface area.",2008,Pediatrics,phthalates,skin,reproductive toxicity,shampoo,unspecified,hair product study | skin/topical study | biomonitoring study,yes,"This paper investigates the exposure of infants to phthalates through dermally applied infant care products, which is a type of cosmetic product."
18214805,Application of oligonucleotide microarray technology to toxic occupational exposures.,"Microarray technology has advanced toward analysis of toxic occupational exposures in biological systems. Microarray analysis is an ideal way to search for biomarkers of exposure, even if no specific gene or pathway has been identified. Analysis may now be performed on thousands of genes simultaneously, as opposed to small numbers of genes as in the past. This ability has been put to use to analyze gene expression profiles of a variety of occupational toxins in animal models to classify toxins into specific categories based on response. Analysis of normal human cell strains allows an extension of this analysis to investigate the role of interindividual variation in response to various toxins. This methodology was used to analyze four occupationally related toxins in our lab: oxythioquinox (OTQ), a quinoxaline pesticide; malathion, an organophosphate pesticide; di-n-butyl phthalate (DBP), a chemical commonly found in personal care and cosmetic items; and benzo[a]pyrene (BaP), an environmental and occupational carcinogen. The results for each exposure highlighted signaling pathways involved in response to these occupational exposures. Both pesticides showed increase in metabolic enzymes, while DBP showed alterations in genes related to fertility. BaP exposure showed alterations in two cytochrome P450s related to carcinogenicity. When used with occupational exposure information, these data may be used to augment risk assessment to make the workplace safer for a greater proportion of the workforce, including individuals susceptible to disease related to exposures.",2008,Journal of toxicology and environmental health. Part A,phthalates,unspecified,reproductive toxicity | carcinogenicity,unspecified,unspecified,cosmetics product study | biomonitoring study | industrial/occupational,yes,"The paper mentions di-n-butyl phthalate (DBP), a chemical commonly found in personal care and cosmetic items, which is relevant to the study on health effects of chemical toxicants in cosmetic products."
18194284,Urinary excretion of phthalates and paraben after repeated whole-body topical application in humans.,"Diethyl phthalate (DEP), dibutyl phthalate (DBP) and butyl paraben (BP) are man-made chemicals used in personal care products, such as lotions and creams. Exposure to these chemicals causes a variety of adverse reproductive outcomes in animal studies. Humans can be exposed to these chemicals through dermal absorption, but there are no published data on absorption, metabolism, and excretion after dermal application. This study investigates urinary concentrations of BP and metabolites of DEP and DBP after topical application. In a 2-week single-blinded study, 26 healthy Caucasian male subjects were given a whole body topical application of basic cream 2 mg/cm(2) (control week) and then a cream containing 2% (w/w) of DEP, DBP and BP each (treatment week) daily. Twenty-four-hour urine samples were collected. Urinary total, and unconjugated BP, monoethyl phthalate (MEP) and monobutyl phthalate (MBP) metabolites were analysed by Liquid Chromatography-Tandem Mass Spectroscopy (LC-MS/MS). All 26 subjects showed increased excretion of MEP, MBP and BP following topical application. Total MEP, MBP and BP (mean +/- SEM) excreted in urine in the treatment week were, respectively, 41 +/- 1.9, 11.8 +/- 0.6 and 2.6 +/- 0.1 mg/24 h. On average 5.79, 1.82 and 0.32%, respectively, of the applied DEP, DBP and BP could be recovered in urine as MEP, MBP and BP. The concentration of the compounds peaked in urine 8-12 h after application. The fractions of unconjugated MEP, MBP, and BP were 78, 8.0 and 2.1%, respectively. Absorption of DEP, DBP and BP through skin could potentially contribute to adverse health effects. The three chemicals are systemically absorbed, metabolized and excreted in urine following application on the skin in a cream preparation. More DEP than DBP was absorbed, presumably because of a faster absorption rate for DEP.",2008,International journal of andrology,phthalates,skin,unspecified,unspecified,unspecified,cosmetics product study | skin/topical study | biomonitoring study | analytical/method study,yes,"This paper investigates the urinary excretion of phthalates and paraben after repeated whole-body topical application in humans, which is directly related to the health effects of chemical toxicants in cosmetic products."
18177987,The Research Institute for Fragrance Materials' human repeated insult patch test protocol.,"With implementation of the dermal sensitization QRA approach for fragrance ingredients, IFRA/RIFM are recommending use of the RIFM standard human repeated insult patch test (HRIPT) protocol for generation of confirmatory human data for the induction of dermal sensitization in a normal human population. Details of this standard HRIPT protocol are provided in this paper. The study protocol consists of two phases--Induction and Challenge. In the Induction phase, patches treated with fragrance ingredients in 75% diethyl phthalate/25% ethanol are applied to backs of volunteers for 24h. Following patch removal there is a 24-h rest period and volunteers are patched again at the same site. This procedure is repeated to achieve 9 applications over a 3-week period. There is an approximate 2-week rest period followed by a Challenge phase of a single 24-h patch application of test article applied to a naïve site on the back. Skin reactions at the naïve site observed at Challenge may be suggestive of dermal sensitization, and a Rechallenge is performed to confirm the nature of the reactivity. This study is designed to confirm the No-Observed-Effect-Level for induction of dermal sensitization in a normal human population.",2008,Regulatory toxicology and pharmacology : RTP,phthalates,skin,skin sensitization,unspecified,unspecified,unclassified,no,"This paper focuses on the protocol for testing fragrance ingredients for dermal sensitization, rather than the health effects of chemical toxicants in cosmetic products."
19093481,"Quantitative and qualitative determination of dimethyl phthalate and N, N-diethyl-m-toluamide in repellents commercial formulations by high performance thin layer chromatography.","In this study HPTLC was used for simultaneous quantitative and qualitative determination of N, N-diethyl meta toluamide (DEET) and dimethyl phthalate (DMP), which are the main elements and active ingredients in current chemical repellents. Some defined amounts of commercial form of 3 repellents included trench pomade, stick insect repellent (SIR), which is containing 33% of DEET and DMP60 (dimethyl phthalate 60%) dissolved in ethyl acetate solvent, separately. The method employed TLC aluminum plate precoated with silica gel plates (SiO4) 60F245 as the stationary phase. The solvent system consisted of benzene-diethyl etherhexane (5:3:2, v/v/v) as mobile phase. The multiple level method used for spotting. Densitometric analysis of repellents was carried out using TLC scanner 3 and CATS4 software in the absorption/reflection mode at 230 nm. According to the results, the type and amount of active ingredients in DMP60 lotion was 61.8 g (SE = +/-1.6) per 100 cc and in SIR, 31.3 g (SE = +/-0.8) diethyl meta toluamide per 100 g of repellents raw materials. Also the active ingredients in trench pomade were determined as a combination of DMP and DEET by rates of 5.5 g (SE = +/-0.2) and 25 g (SE = +/-l) per 100 g repellents commercial formulations, respectively. In this study, the value of Rf for DMP and DEET was calculated 0.71 +/- 0.2 and 0.32 +/- 0.2, respectively. HPTLC is a suitable method to quantitatively and quantitatively determine repellents which have DMP and DEET active ingredients. Since most of commercial chemical repellents have this active ingredient, adjusting and setting HPTLC up can be important.",2007,Pakistan journal of biological sciences : PJBS,phthalates,unspecified,unspecified,unspecified,unspecified,skin/topical study | analytical/method study,no,"The paper focuses on the determination of chemical repellents in commercial formulations, not on the health effects of chemical toxicants in cosmetic products."
17912019,Subungual penetration of dibutyl phthalate in human fingernails.,"Dibutyl phthalate (DBP) has a wide variety of manufacturing applications and is used in both commercial and consumer products. Results of animal reproductive toxicity and teratogenicity animal studies have not been consistent in identifying DBP as a reproductive toxicant. Expert reviews for its use in consumer products have consistently concluded that it is not a reproductive risk to consumers. Results from a subungual penetration study of 100% fluid DBP applied to human fingernails showed levels of penetration at the limits of chemical detection. Even if DBP penetrated the human fingernail, its rapid metabolism by the human body would prevent its having any toxic reproductive effects. Furthermore, DBP functions as a plasticizer in consumer products such as cosmetic nail products (nail polish, basecoats, topcoats, nail hardeners), resulting in its becoming unavailable for subungual penetration seconds after application of the cosmetic nail product since it is then trapped in the rapidly forming coating.",2008,Skin pharmacology and physiology,phthalates,unspecified,reproductive toxicity | developmental toxicity,nail polish,unspecified,cosmetics product study | nail product study,yes,"This paper is relevant because it investigates the penetration of dibutyl phthalate, a chemical toxicant used in cosmetic nail products, into human fingernails."
17725530,Gene expression profiling of di-n-butyl phthalate in normal human mammary epithelial cells.,"Studies show that female workers in the personal-care industry have an increased risk of developing cancer believed to be the result of increased exposure to toxic and/or carcinogenic chemicals found in cosmetics, hair dyes, and nail polish. One chemical found in multiple personal-care products, di-n-butyl phthalate (DBP), is a known endocrine disruptor and has been found in increased levels in women of childbearing age. The goal of this study was to elucidate mechanisms of phthalate toxicity in normal human cells to provide information concerning interindividual variation and gene-environment interactions. Normal human mammary epithelial cell strains were obtained from discarded tissues following reduction mammoplasty [Cooperative Human Tissue Network (sponsors: NCI/NDRI)]. Gene transcription in each cell strain was analyzed using high-density oligonucleotide DNA microarrays (U133A, Affymetrix) and changes in the expression of selected genes were verified by real-time polymerase chain reaction (PCR) (ABI). DNA microarrays were hybridized with total RNA that was collected after DBP treatment for 5 hr and 10 hr. RNA was harvested from the vehicle control (acetone) at 10 hr. Data Mining Tool software (Affymetrix) was used to separate genes in clusters based on their expression patterns over time. Only 57 genes were found to be altered in all four cell strains following exposure to DBP. These included genes involved in fertility (inhibin, placental growth factor), immune response (tumor necrosis factor induced protein), and antioxidant status (glutathione peroxidase). Data from this study will help clarify the role of DBP in reproductive toxicity, and yield biomarkers of exposure for future epidemiology studies.",2007,"Journal of environmental pathology, toxicology and oncology : official organ of the International Society for Environmental Toxicology and Cancer",phthalates,breast | placenta | immune system,endocrine disruption | reproductive toxicity | carcinogenicity | oxidative stress | immune disruption,hair dye | nail polish,unspecified,cosmetics product study | hair product study | nail product study | epidemiological study | biomonitoring study | industrial/occupational,yes,"This paper investigates the effects of di-n-butyl phthalate, a chemical found in personal-care products, on human cells, which is directly relevant to the health effects of chemical toxicants in cosmetic products."
19070088,Laboratory determination of protection time in four chemical repellents against Anopheles stephensi.,"In the present study we determined the Protection Time (PT) and Failure Time (FT) of the DMP lotion, which is synthesized and formulated in Iran and it was compared with other products such as MIP60 and Dimp31.7 lotions (commercial and current formulations of dimethyl phthalate) and trench pomade (a popular local repellent in Iran) against Anopheles stephensi Liston (main malaria vector in south of Iran) in laboratory condition. In this research which is an interventional and experimental study, the screen cage method was used to estimate PT and FT of repellents against An. stephensi. The following commercial formulations of chemical repellents were tested: Iranian DMP lotion (DMP60) (contains 60% dimethyl phthalate, 25% isopropyl alcohol, 5% twine 80 and 10% water), MIP60 and Dimp31.7 lotions contains 60 and 31.7% active ingredient of dimethyl phthalate and trench pomade (a combination of N,N-diethyl-m-toluamide (DEET) and DMP). Test was done on human volunteers. In this test some defined amount of repellents applied on human volunteer's forearm and then was inserted in cage against mosquitoes biting to determine PT and FT. According to the results of this research, the PT of Iranian DMP60 lotion against An. stephensi was determined about 274 min (SE = ++/-.04), which didn't have any significant difference with MIP60 and trench pomade, but it was significantly more than Dimp31.7. Furthermore the FT of DMP60 against An. stephensi was determined about 327 min (SE = +/-10.47), that in this case it had a significant deference with MIP60 lotion and trench pomade. The failure time of DMP60 was less than another two repellents. The Iranian DMP60 lotion can potentially compete with MIP60 and Dimp31.7, but to increase the FT rate, its formulation need to be improved.",2007,Pakistan journal of biological sciences : PJBS,phthalates,unspecified,unspecified,unspecified,unspecified,skin/topical study,no,"This paper focuses on the protection time of chemical repellents against mosquitoes, not the health effects of chemical toxicants in cosmetic products."
17580703,[Simultaneous determination of phthalates and parabens in cosmetic products by gas chromatography/mass spectrometry coupled with solid phase extraction].,"Studies have been carried out on the simultaneous determination of 8 phthalates, i. e. di-ethyl phthalate (DEP) , di-propyl phthalate (DPP) , di-isobutyl phthalate (DIBP) , dibutyl phthalate (DBP) , benzyl butyl phthalate ( BBP) , di-cyclohexyl phthalate (DCHP) , di-(2-ethylhexyl) phthalate (DEHP), di-octyl phthalate (DOP) and 4 parabens, i. e. methylparaben (MPB), ethylparaben (EPB), propyl paraben (PPB), and butyl paraben (BPB) by gas chromatography in combination with mass spectrometry (GC/MS) in electron ionisation mode (EI) with selected-ion monitoring (SIM) acquisition method. The phthalates and parabens in 15 cosmetic products, including hair sprays, perfumes, deodorants, cream, lotion, etc. were determined. The determination of the samples were performed after sonication-assisted extraction with methanol, cleaned up with an LC-C18 column (3 mL) and analyzed by GC/MS method. The base peak (m/z 149) of the phthalates and the base peak (m/z 121) of the parabens were selected for the screening studies. The characteristic ions, m/z 121, 149, 177, 222 for DEP; m/z 149, 191, 209 for DPP; m/z 57, 149, 223 for DIBP; m/z 104, 149 for DBP; m/z 91, 132, 149, 206 for BBP; m/z 55, 149, 167 for DCHP; m/z 113, 149, 167, 279 for DEHP; m/z 149, 279 for DOP; m/z 65, 93, 121, 152 for MPB; m/z 93, 121, 138, 166 for EPB; m/z 93, 121, 138, 180 for PPB; and m/z 93, 121, 138, 194 for BPB were chosen for quantitative studies. These techniques are capable to detect phthalates and parabens at the level of 0. 1 -5. 0 microg/kg. Overall recoveries were 80% - 100% with relative standard deviations (RSDs) less than 10%. Only one of the 15 examined samples was free from phthalates and parabens. The rest 14 samples were found to contain at least 3 or more of these phthalates and/or parabens. The predominant phthalates detected in the studied samples were MPB, PPB, DPP, DCHP and DEHP. The residue levels were at 1. 42 -4 278 mg/kg.",2007,Se pu = Chinese journal of chromatography,phthalates,unspecified,unspecified,deodorant | perfume,unspecified,cosmetics product study | skin/topical study | analytical/method study,yes,"The paper describes a method for determining phthalates and parabens in cosmetic products, which are chemical toxicants of interest."
17313141,Simultaneous determination of seven phthalates and four parabens in cosmetic products using HPLC-DAD and GC-MS methods.,"Studies on the determination of seven kinds of phthalates, i.e. diethyl phthalate, dipropyl phthalate, dibutyl phthalate, benzyl butyl phthalate, dicyclohexyl phthalate, di-(2-ethylhexyl) phthalate, and dioctyl phthalate, and four parabens, i.e. methylparaben, ethylparaben, propylparaben, and butylparaben, in 15 kinds of cosmetic products, including hair sprays, perfumes, deodorants, cream, lotion, etc., by HPLC with diode array detection and GC-MS in electron impact ionization mode with selected-ion monitoring have been carried out. Methods have been developed for both qualitative and quantitative detection of phthalates and parabens. Extraction, clean-up, and analysis procedures have been optimized. HPLC and GC-MS determinations were performed after sonication-assisted extraction with methanol and clean-up with C18 SPE. These techniques permit detection of phthalates at a level of 10.0-100.0 microg/kg and of parabens at a level of 20.0-200.0 microg/kg. Overall recoveries were 85-108% with RSD values of 4.2-8.8%. Only one of the 15 examined samples was free from phthalates and parabens. The remaining 14 samples were found to contain at least three or more of these phthalates and/or parabens. The predominant phthalates and parabens detected in the studied samples were methylparaben, propylparaben, diethyl phthalate, dibutyl phthalate, dicyclohexyl phthalate, and di-(2-ethylhexyl) phthalate. The residue level is at 1.22-5289 mg/kg.",2007,Journal of separation science,phthalates,unspecified,unspecified,deodorant | perfume,unspecified,cosmetics product study | skin/topical study | analytical/method study,yes,"This paper is relevant because it focuses on the simultaneous determination of phthalates and parabens, two types of chemical toxicants commonly found in cosmetic products."
17094270,A bivariate functional mapping model for identifying haplotypes that control drug response for systolic and diastolic blood pressures.,"A bivariate functional mapping model has been proposed to detect haplotype-based DNA sequence variants that regulate the response curves of systolic and diastolic blood pressures (SBP and DBP) to a particular drug. This model capitalizes on the haplotype structure constructed by single nucleotide polymorphisms (SNPs) and incorporates the mathematical aspects of pharmacodynamic reactions into the estimation process, aimed to identify DNA sequence variants responsible for drug response. In this way, by estimating and testing the curve parameters that define drug response, many genetically and clinically meaningful hypotheses regarding the degree and pattern of the genetic control of SBP and DBP can be formulated, tested and disseminated. In a pharmacogenetic study composed of 107 subjects, our bivariate model has probed two haplotypes within the beta 2AR candidate gene that exert a significant effect on both SBP and DBP respond to dobutamine. With this candidate gene, two SNPs are genotyped, with allele Gly16 (G) and Arg16 (A) at codon 16 and alleles Glu27 (G) and Gln27 (C) at codon 27, respectively. The significant haplotypes are [AC] for SBP and [GG] for DBP. This model provides a powerful tool for elucidating the genetic variants of drug response and ultimately designing personalized medications based on each patient's genetic makeup.",2006,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,phthalates,blood,unspecified,unspecified,unspecified,cosmetics product study | clinical/hospital study,no,"This paper focuses on the genetic control of blood pressure response to a drug, which is unrelated to the health effects of chemical toxicants in cosmetic products."
16717034,The effects of vehicles on the human dermal irritation potentials of allyl esters.,"Allyl esters, frequently used in the fragrance industry, often contain a certain percentage of free allyl alcohol. Allyl alcohol is known to have a potential for delayed skin irritation. Also present in the finished product are different solvent systems, or vehicles, which are used to deliver the fragrances based upon their intended application. This study was conducted to determine whether different vehicles affect the skin irritation potential of five different allyl esters. The allyl esters tested were allyl amyl glycolate, allyl caproate, allyl (cyclohexyloxy)acetate, allyl cyclohexylpropionate, and allyl phenoxyacetate in the vehicles diethyl phthalate, 3:1 diethyl phthalate:ethanol, and 1:3 diethyl phthalate:ethanol at concentrations of 0.1%, 0.5%, 1.0%, and 2.0% (w/w). A modified cumulative irritation test was conducted in 129 human subjects. Test materials (0.3 ml) were applied under occlusion to skin sites on the back for 1 day (24 h) using Hill Top chambers. Irritation was assessed at 1, 2, 4, and 5 days following application of test materials. Cumulative irritation scores varied considerably among test materials. There were no delayed irritation observations. The highest irritation scores were observed at the 2.0% concentration for all test materials. The irritation scores for allyl amyl glycolate, allyl (cyclohexyloxy)acetate, and allyl phenoxyacetate were highest in 1:3 diethyl phthalate:ethanol, thus the resulting calculated no-observed-effect levels, 0.12%, 0.03%, and 0%, respectively, were much lower for this vehicle compared to the diethyl phthalate vehicle, 0.33%, 0.26%, 0.25%, respectively. These data showed a trend for lower concentration thresholds to induce irritation when higher levels of ethanol were used in the vehicle.",2006,International journal of toxicology,phthalates,skin | liver,unspecified,unspecified,unspecified,unclassified,yes,"The paper investigates the effects of vehicles on the human dermal irritation potential of allyl esters, which are used in cosmetic products and can be toxicants."
16688376,Analysis of consumer cosmetic products for phthalate esters.,"A rapid and sensitive reverse-phase HPLC method with UV detection was developed for the quantitation of dimethyl phthalate (DMP), diethyl phthalate (DEP), butyl benzyl phthalate (BBP), dibutyl phthalate (DBP), and di(2-ethylhexyl) phthalate (DEHP) in cosmetic preparations. Average recoveries of the phthalate esters were better than 90%. In a survey of 48 consumer cosmetic products, including hair care products, deodorants, lotions and creams, nail products, fragrances, and body washes, most products were found to contain at least one phthalate ester. DEP was detected most frequently at concentrations up to 38,663 ppm. DBP was found in fewer products, but at levels up to 59,815 ppm. Based on the available exposure and toxicity data, the FDA has concluded that there is insufficient data to conclude that a human health hazard exists from exposure to phthalate esters from cosmetic products.",2006,Journal of cosmetic science,phthalates,unspecified,unspecified,nail polish | deodorant | body wash,unspecified,cosmetics product study | hair product study | skin/topical study | nail product study | epidemiological study | analytical/method study,yes,"This paper is relevant because it specifically analyzes the presence of phthalate esters in various cosmetic products, which are known chemical toxicants."
16681209,Water-based condensation particle counters for environmental monitoring of ultrafine particles.,"TSI Inc. (Shoreview, MN) has introduced three new water-based condensation particle counters (WCPCS) that were designed to detect airborne particles larger than 2.5 nm (model 3786), 5 nm (model 3785), and either 10 or 20 nm (model 3782). These WCPCs are well suited for real-time, environmental monitoring of number concentration of airborne ultrafine particles. Their unique design incorporates the use of water as the working fluid instead of alcohol. Water is odor free, readily available, and eliminates the problem of water condensation and absorption into alcohol working fluids during operation in humid environments. In this study, the performance of three TSI WCPCs was characterized for several aerosol compositions, including sucrose, salt (NaCl), dioctyl sebacate (DOS), dioctyl phthalate (DOP), emery oil (poly-alpha-olefin), silver, impurity residue particles, and ambient aerosol particles. All particles were size selected using a nano differential mobility analyzer (nano-DMA; model 3085, TSI Inc.) to create monodisperse challenge aerosols. The challenge aerosol was mixed uniformly with clean makeup flow and split into a WCPC and a reference instrument to determine the counting efficiency of the WCPC. For the model 3785 WCPC, the D50 (i.e., the particle diameter with 50% counting efficiency) was determined to be 3.1 nm for salt particles, 4.7 nm for sucrose and ambient particles, 5.6 nm for silver particles, and >50 nm for ultrapure oil particles. The sensitivity to oil droplets increased dramatically (D50 < 10 nm) when the oil was slightly contaminated. The D50 of model 3786 ultrafine water-based CPC (UWCPC) was 2.4 nm for impurity residue particles. The D50 of the model 3782 WCPC was 10.8 (with a nominal setting of 10 nm) or 19.8 nm (with a nominal setting of 20 nm) for sucrose particles. All three WCPCs have response times of less than 2 or 3 sec and are therefore able to detect fast-changing events.",2006,Journal of the Air & Waste Management Association (1995),phthalates,unspecified,unspecified,unspecified,unspecified,cosmetics product study,no,"This paper focuses on the development and characterization of particle counters for environmental monitoring, rather than the health effects of chemical toxicants in cosmetic products."
16324777,Investigation of the dermal sensitization potential of various essential oils in the local lymph node assay.,"Essential oils are commonly used fragrance ingredients. The oils themselves are complex mixtures, which may contain naturally occurring contact sensitizers. The local lymph node assay was used to evaluate the dermal sensitization potential of basil, citronella, clove leaf, geranium, litsea cubeba, lemongrass, and palmarosa oils. Three of the major components--citral, eugenol, and geraniol--were included to investigate any difference in sensitization potential arising from their exposure in a mixture. Each fragrance material was tested at five concentration ranging from 2.5% to 50% w/v in 1:3 ethanol:diethyl phthalate. The stimulation index (SI) values were calculated for each dose level, an SI > or = 3 was considered a positive response. The estimated concentration (EC3) required to elicit a positive was calculated and taken as a measure of relative potency. The EC3 values and potency classification for basil, clove leaf, litsea cubeba, lemongrass and palmarosa oils were calculated to be <2.5% (> or = moderate), 7.1% (weak), 8.4% (weak), 6.5% (weak) and 9.6% (weak), respectively. Citronella and geranium oils were negative. The individual components citral, eugenol and geraniol resulted in EC3 values of 6.3%, 5.4% and 11.4%, respectively. In general, the potency of each essential oil did not differ significantly from that observed for its main individual component.",2006,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,phthalates,skin,skin sensitization,unspecified,unspecified,unclassified,yes,"This paper investigates the dermal sensitization potential of essential oils, which are commonly used fragrance ingredients in cosmetic products, making it relevant to the health effects of chemical toxicants in these products."
16271281,Endocrine disrupters: a human risk?,"Endocrine disrupters (EDs) alter normal hormonal regulation and may be naturally occurring or environmental contaminants. Classically, EDs act genomically, with agonistic or antagonistic effects on steroid receptors and may alter reproductive function and/or cause feminisation by binding to oestrogen or androgen receptors; their binding to the thyroid receptor may dysregulate the neuroendocrine system. Recently, it has been shown that EDs can also act by non-genomic mechanisms, altering steroid synthesis (inhibition of cytochrome P450 isoforms) or steroid metabolism. The alkylphenol and phthalate plasticisers inhibit the inactivation of oestrogens by sulphation (via SULT 1A1 and 1E1 isoforms) and so cause a rise in levels of the free active endogenous oestrogens. A range of ED effects have been shown in mammals, fish, birds, reptiles, amphibia and aquatic invertebrates but it is not yet clear whether these processes also occur in human beings. It is evident that EDs, as well as altering reproduction, can cause changes in neurosteroid levels and so have the potential to affect immune function, behaviour and memory. This may be of long-term concern since traces of EDs such as plasticisers, brominated fire retardants, sunscreen agents and cosmetic ingredients are widely distributed in the environment and in human biofluids.",2005,Molecular and cellular endocrinology,phthalates,thyroid | immune system,endocrine disruption,sunscreen,unspecified,cosmetics product study | sunscreen/UV filter study,yes,"This paper discusses endocrine disrupters, which are chemical toxicants that can have adverse effects on human health, and their potential presence in environmental contaminants, including those that could be found in cosmetic products."
16263507,Personal care product use predicts urinary concentrations of some phthalate monoesters.,"Phthalates are multifunctional chemicals used in a variety of applications, including personal care products. The present study explored the relationship between patterns of personal care product use and urinary levels of several phthalate metabolites. Subjects include 406 men who participated in an ongoing semen quality study at the Massachusetts General Hospital Andrology Laboratory between January 2000 and February 2003. A nurse-administered questionnaire was used to determine use of personal care products, including cologne, aftershave, lotions, hair products, and deodorants. Phthalate monoester concentrations were measured in a single spot urine sample by isotope dilution-high-performance liquid chromatography coupled to tandem mass spectrometry. Men who used cologne or aftershave within 48 hr before urine collection had higher median levels of monoethyl phthalate (MEP) (265 and 266 ng/mL, respectively) than those who did not use cologne or aftershave (108 and 133 ng/mL, respectively). For each additional type of product used, MEP increased 33% (95% confidence interval, 14-53%). The use of lotion was associated with lower urinary levels of monobutyl phthalate (MBP) (14.9 ng/mL), monobenzyl phthalate (MBzP) (6.1 ng/mL), and mono(2-ethylhexyl) phthalate (MEHP) (4.4 ng/mL) compared with men who did not use lotion (MBP, 16.8 ng/mL; MBzP, 8.6 ng/mL; MEHP, 7.2 ng/mL). The identification of personal care products as contributors to phthalate body burden is an important step in exposure characterization. Further work in this area is needed to identify other predictors of phthalate exposure.",2005,Environmental health perspectives,phthalates,unspecified,reproductive toxicity,deodorant | perfume,unspecified,cosmetics product study | hair product study | skin/topical study | clinical/hospital study | biomonitoring study | analytical/method study,yes,"This paper explores the relationship between personal care product use and urinary levels of phthalate metabolites, which are chemical toxicants found in some cosmetic products."
16112832,Determination of alpha-hydroxy acids in cosmetic products by capillary electrophoresis.,"In this work, a simple and reliable method for the simultaneous analysis of alpha-hydroxy acids such as tartaric, glycolic and lactic acids in cosmetic products was developed using capillary electrophoresis with indirect UV detection at 254 nm. A buffer solution containing 10 mmoll(-1) potassium phthalate (pH 4.1) and 0.5 mmoll(-1) cetyltrimethylammonium bromide as electroosmotic flow modifier allowed baseline resolution of the analytes in approximately 3 min. A few validation parameters of the proposed method include: good linearity for all compounds in the range from 10 to 100 mgl(-1) with coefficients of correlation larger than 0.9999. The average recoveries of tartaric, glycolic and lactic acids in commercial samples were 99.12, 99.41 and 99.43%, respectively. The method presented acceptable precision with average relative standard deviation of 0.54% (assay of commercial samples), 0.44% (peak area) and 0.16% (migration time).",2006,Journal of pharmaceutical and biomedical analysis,phthalates,unspecified,unspecified,unspecified,lactic acid,cosmetics product study,no,"This paper focuses on developing a method for analyzing alpha-hydroxy acids in cosmetic products, but it does not investigate the health effects of these chemical toxicants."
